,source,confidence,target,weight
748,RELA,A,AGER,1.0
749,REL,A,TNFAIP3,1.0
750,REL,A,CSRP1,1.0
751,PKNOX1,A,PTPN6,1.0
752,ATF2,A,RB1,1.0
753,RARA,A,THBD,1.0
754,RARA,A,SCD,1.0
755,RARA,A,PRKCA,1.0
756,RARA,A,MACROD1,-1.0
757,RARA,A,ETS1,1.0
758,RARA,A,CCNA1,-1.0
759,PROX1,A,NR5A2,-1.0
760,PPARG,A,TSHR,-1.0
761,PPARG,A,TNFRSF11B,-1.0
762,PPARG,A,POU2F1,1.0
763,RARG,A,ICAM1,1.0
764,RELA,A,PGR,-1.0
765,PGR,A,KLK3,1.0
766,PAX6,A,PDHX,-1.0
767,NFKB1,A,TNFAIP3,1.0
768,NFKB1,A,TNC,1.0
769,NFKB1,A,TLR2,1.0
770,NFKB1,A,TIMP1,-1.0
771,NFKB1,A,THBD,-1.0
772,NFKB1,A,TFPI2,1.0
773,NFKB1,A,TFF3,1.0
774,NFKB1,A,TBX21,1.0
775,NFKB1,A,SOCS3,1.0
776,NFKB1,A,SERPINE1,1.0
777,NFKB1,A,TNFRSF10A,1.0
778,NFKB1,A,SERPINB1,1.0
779,NFKB1,A,RRM2B,1.0
780,NFKB1,A,RIPK2,1.0
781,NFKB1,A,PTPN13,1.0
782,NFKB1,A,PTAFR,1.0
783,NFKB1,A,PLAUR,1.0
784,NFKB1,A,PLAU,1.0
785,NFKB1,A,PDE7A,1.0
786,NFKB1,A,NOLC1,1.0
787,HNF4A,A,ALDH6A1,1.0
788,NFKB1,A,MMP2,1.0
789,NFKB1,A,SERPINA3,-1.0
790,LHX4,A,POU1F1,1.0
791,NFKB1,A,TNFRSF10B,1.0
792,NFKB1,A,TRAF1,1.0
793,PAX6,A,ITGB1,1.0
794,PAX6,A,ITGA5,1.0
795,PAX5,A,BCL2,-1.0
796,PAX2,A,TP53,-1.0
797,NRF1,A,FXR2,1.0
798,NR3C1,A,ETS1,-1.0
799,NR3C1,A,CDK6,-1.0
800,NR3C1,A,ATF2,-1.0
801,NR2F6,A,LHCGR,-1.0
802,NR2F1,A,APOA2,-1.0
803,NFKB1,A,TNFSF10,1.0
804,NR1H4,A,NR1I2,1.0
805,NPAS2,A,CRY2,1.0
806,GATA3,A,FN1,1.0
807,NFYB,A,FXR2,1.0
808,NFYA,A,FXR2,1.0
809,NFKB2,A,SND1,1.0
810,NFKB2,A,CDK6,1.0
811,NFKB2,A,CCND2,1.0
812,NFKB2,A,CCL21,1.0
813,NFKB1,A,XIAP,1.0
814,NFKB1,A,VEGFA,1.0
815,NR1H4,A,ABCB4,1.0
816,STAT3,A,KLF11,1.0
817,STAT3,A,ESR1,1.0
818,STAT1,A,NR1H4,-1.0
819,E2F1,A,DGKI,1.0
820,E2F1,A,H2BC11,1.0
821,E2F1,A,SMARCA5,1.0
822,E2F1,A,H4C8,1.0
823,E2F1,A,SAFB,1.0
824,E2F1,A,MAP3K5,1.0
825,E2F1,A,MEIS1,1.0
826,E2F1,A,EYA2,1.0
827,E2F1,A,DCC,1.0
828,E2F1,A,BMP4,1.0
829,CREB1,A,UXT,1.0
830,CREB1,A,UGT8,1.0
831,CREB1,A,PCSK1,1.0
832,CEBPD,A,GAPDH,1.0
833,CEBPD,A,ALOX5AP,1.0
834,CEBPB,A,S100A9,1.0
835,CEBPB,A,GFER,-1.0
836,CEBPB,A,CSH2,1.0
837,CEBPB,A,BCL2L1,1.0
838,CEBPB,A,FASLG,1.0
839,CEBPA,A,SMYD2,1.0
840,E2F1,A,CBX5,1.0
841,E2F1,A,CDCA4,1.0
842,E2F2,A,MAP3K5,1.0
843,E2F3,A,MAP3K5,1.0
844,E2F4,A,H2BC11,1.0
845,E2F4,A,YBX3,1.0
846,E2F4,A,SMARCA5,1.0
847,E2F4,A,UXT,1.0
848,E2F4,A,H3C6,1.0
849,E2F4,A,TYMS,1.0
850,E2F4,A,TTK,-1.0
851,E2F4,A,RRM1,1.0
852,E2F4,A,RPA3,1.0
853,E2F4,A,RECQL,1.0
854,CEBPA,A,THOC1,1.0
855,E2F4,A,RBBP5,1.0
856,E2F4,A,NASP,1.0
857,E2F4,A,MTHFD1,1.0
858,E2F4,A,MFAP1,1.0
859,E2F4,A,MAP3K5,1.0
860,E2F4,A,EPAS1,1.0
861,E2F4,A,DHPS,1.0
862,E2F4,A,DDX11,1.0
863,E2F4,A,CYP27B1,1.0
864,E2F4,A,CDC25C,1.0
865,E2F4,A,CDC6,1.0
866,E2F4,A,PCNA,1.0
867,E2F4,A,DLEU1,1.0
868,CEBPA,A,STAR,1.0
869,CEBPA,A,GAPDH,1.0
870,MYC,A,RCC1,1.0
871,HNF4A,A,AFP,1.0
872,MYB,A,ANPEP,1.0
873,ETS1,A,ANPEP,1.0
874,SP1,A,TPMT,1.0
875,ETS1,A,TRB,-1.0
876,ETS1,A,TNF,1.0
877,TP53,A,WRN,-1.0
878,CREB1,A,CD4,1.0
879,ATF2,A,APOC3,1.0
880,YY1,A,CTCF,1.0
881,SREBF1,A,FDFT1,1.0
882,HIF1A,A,ALDOA,1.0
883,JUN,A,IL5RA,1.0
884,CREB1,A,IL5RA,-1.0
885,STAT1,A,IDO1,1.0
886,STAT1,A,A2M,1.0
887,CEBPA,A,S100A9,1.0
888,SP1,A,F7,1.0
889,USF1,A,TRIM25,1.0
890,LHX3,A,PRL,1.0
891,ESR1,A,MYB,1.0
892,TAL1,A,ALDH1A2,1.0
893,NFATC1,A,EGR3,1.0
894,NFATC2,A,EGR3,1.0
895,CEBPA,A,F9,1.0
896,CEBPA,A,ALOX5AP,1.0
897,ATF3,A,CCL5,1.0
898,ATF1,A,UGT8,1.0
899,ATF1,A,BCL2,1.0
900,ASCL1,A,PCSK6,-1.0
901,ARNT,A,UGT1A6,1.0
902,AR,A,SORD,1.0
903,AR,A,PRKCD,1.0
904,AR,A,CRISP1,1.0
905,CEBPA,A,IGF2,1.0
906,AHR,A,FOS,1.0
907,TP53,A,SESN1,1.0
908,TFAP2A,A,PVR,1.0
909,USF2,A,APOA2,1.0
910,USF1,A,APOA2,1.0
911,EGR1,A,SOD1,1.0
912,SPI1,A,CXCR1,1.0
913,ETS1,A,FOXD1,1.0
914,E2F4,A,CDC25A,1.0
915,RELA,A,CCR5,1.0
916,PAX1,A,PDGFRA,1.0
917,SPI1,A,TFEC,1.0
918,EGR1,A,BCL2,1.0
919,E2F4,A,PGRMC1,1.0
920,E2F4,A,CBX5,1.0
921,GATA3,A,EPHA7,1.0
922,GATA3,A,EGFR,1.0
923,GATA3,A,EDN1,1.0
924,GATA3,A,ABCC2,1.0
925,GATA3,A,SEPTIN7,1.0
926,GATA3,A,CD40LG,1.0
927,GATA3,A,CD8B,1.0
928,GATA3,A,CD8A,1.0
929,GATA3,A,ATP2B1,1.0
930,GATA3,A,RHOH,1.0
931,GATA3,A,APBA1,1.0
932,GATA2,A,WT1,1.0
933,GATA2,A,MYC,1.0
934,GATA2,A,CYBB,-1.0
935,GATA1,A,NFE2,1.0
936,GATA1,A,CYBB,1.0
937,GABPA,A,TOMM70,1.0
938,NR5A2,A,CYP11B1,1.0
939,FOSL2,A,UGT2B15,1.0
940,FOSL2,A,PLAUR,1.0
941,FOSL2,A,IVL,1.0
942,GATA3,A,EPO,-1.0
943,GATA3,A,GRM7,1.0
944,GATA3,A,ITPK1,1.0
945,GATA3,A,NRCAM,1.0
946,GATA3,A,NETO1,1.0
947,GATA3,A,FBXO11,1.0
948,GATA3,A,SPEF2,1.0
949,GATA3,A,ZXDC,1.0
950,GATA3,A,FNDC3B,1.0
951,GATA3,A,SLC24A3,1.0
952,GATA3,A,GALNT10,1.0
953,GATA3,A,TET2,1.0
954,GATA3,A,GCNT4,1.0
955,GATA3,A,PDE7B,1.0
956,FOSL2,A,CLU,1.0
957,GATA3,A,MYRIP,1.0
958,GATA3,A,ZNF507,1.0
959,GATA3,A,BLCAP,1.0
960,GATA3,A,UST,1.0
961,GATA3,A,ARNT2,1.0
962,GATA3,A,SLIT2,1.0
963,GATA3,A,TLR5,1.0
964,GATA3,A,SVIL,1.0
965,GATA3,A,SST,1.0
966,GATA3,A,RBMS1,1.0
967,GATA3,A,PDE3A,1.0
968,GATA3,A,ATXN10,1.0
969,E2F4,A,UBE2C,1.0
970,FOS,A,LOXL4,1.0
971,FOS,A,IL1A,1.0
972,ESR1,A,NOTCH2,1.0
973,ESR1,A,MB,1.0
974,ESR1,A,LGALS8,1.0
975,ESR1,A,GSN,1.0
976,ESR1,A,FBLN2,1.0
977,ESR1,A,EDN3,1.0
978,ESR1,A,CLDN4,1.0
979,ESR1,A,CEACAM3,1.0
980,ESR1,A,CD86,1.0
981,ESR1,A,CAPN2,1.0
982,ESR1,A,BCL9,1.0
983,ERG,A,NOS3,1.0
984,ELK1,A,PTPRZ1,1.0
985,E2F4,A,WDR76,1.0
986,E2F4,A,BORA,1.0
987,E2F4,A,CENPO,1.0
988,E2F4,A,PRR11,1.0
989,E2F4,A,CDCA4,1.0
990,E2F4,A,NUSAP1,1.0
991,E2F4,A,DROSHA,1.0
992,E2F4,A,ANAPC15,1.0
993,ESR1,A,POR,1.0
994,ESR1,A,SPARC,1.0
995,ESR1,A,TRH,1.0
996,ESR1,A,TYMS,1.0
997,FOS,A,CSTA,1.0
998,FOS,A,CD40LG,1.0
999,FOS,A,NAT1,1.0
1000,FOXO1,A,PCK2,1.0
1001,ETV4,A,AGTR1,1.0
1002,ETS2,A,JAK3,1.0
1003,ETS1,A,VWF,1.0
1004,ETS1,A,MYB,1.0
1005,ETS1,A,JAK3,1.0
1006,ETS1,A,EGR1,1.0
1007,FOS,A,MAF,1.0
1008,ESR1,A,NOTCH2NLA,1.0
1009,ESR1,A,NBPF4,1.0
1010,ESR1,A,ARID5B,1.0
1011,ESR1,A,NBPF1,1.0
1012,ESR1,A,POFUT1,1.0
1013,ESR1,A,NID2,1.0
1014,ESR1,A,SEC61B,1.0
1015,ESR1,A,NEK6,1.0
1016,ESR1,A,CCT6B,1.0
1017,ESR1,A,TRIM16,1.0
1018,ESR1,A,SPATA2,1.0
1019,ESR1,A,NBPF15,1.0
1020,USF1,A,GCK,1.0
1021,SP3,A,TCN2,1.0
1022,SP1,A,TCN2,1.0
1023,STAT1,A,GBP1,1.0
1024,TFAP2A,A,NR3C1,1.0
1025,WT1,A,IGF1,-1.0
1026,FOXA1,A,SCGB1A1,1.0
1027,TFDP1,A,PCNA,1.0
1028,MYB,A,ERBB2,1.0
1029,HNF1A,A,IGFBP1,1.0
1030,RARA,A,ICAM1,1.0
1031,FOS,A,CDH1,1.0
1032,POU2F2,A,HLA-DRA,1.0
1033,EGR1,A,WT1,1.0
1034,SP3,A,CDKN2B,1.0
1035,GATA4,A,IL5,1.0
1036,ERF,A,ETS2,-1.0
1037,SPI1,A,CSF2,1.0
1038,EGR1,A,MYB,-1.0
1039,NFKB2,A,SELP,1.0
1040,SP1,A,KRT18,1.0
1041,POU1F1,A,GHR,1.0
1042,TFAP2A,A,OAT,1.0
1043,NFKB1,A,SELE,1.0
1044,EGR1,A,ACHE,1.0
1045,FOXA1,A,TTR,1.0
1046,USF1,A,CEACAM5,1.0
1047,CEBPB,A,TNFAIP6,1.0
1048,NR2F2,A,OXT,-1.0
1049,NFKB1,A,CSF2,1.0
1050,SP1,A,NPY,1.0
1051,POU2F1,A,IL3,-1.0
1052,AHR,A,CYP1A2,1.0
1053,ATF2,A,TGFB2,1.0
1054,PAX8,A,NCAM1,1.0
1055,FOS,A,NQO1,1.0
1056,SP1,A,SPN,1.0
1057,JUN,A,NPY,1.0
1058,STAT1,A,FOS,1.0
1059,TFAP2A,A,HMOX1,1.0
1060,SP1,A,LDHA,1.0
1061,MYB,A,LCK,1.0
1062,RELA,A,IFNA13,1.0
1063,REL,A,IFNG,1.0
1064,NFKB1,A,IFNA13,1.0
1065,FOS,A,TNFAIP6,1.0
1066,RELA,A,F3,1.0
1067,NR2F1,A,EPO,-1.0
1068,GATA1,A,WT1,1.0
1069,HNF1A,A,PROC,-1.0
1070,RARA,A,HNF4A,1.0
1071,JUN,A,IGF1,1.0
1072,MYB,A,CD34,1.0
1073,CREB1,A,FLT1,1.0
1074,HIF1A,A,BAX,1.0
1075,ESR1,A,PLAC1,1.0
1076,NFKB1,A,CDK4,1.0
1077,STAT3,A,CCND2,1.0
1078,IRF3,A,CXCL10,1.0
1079,STAT1,A,PPARA,1.0
1080,HNF1A,A,UGT1A10,1.0
1081,CDX2,A,UGT1A10,1.0
1082,SP1,A,ATP1A3,1.0
1083,TP53,A,BCL3,-1.0
1084,TP53,A,TRIM22,1.0
1085,HNF4A,A,SLC2A2,1.0
1086,GATA3,A,TGFBR3,1.0
1087,ESR1,A,AR,1.0
1088,E2F1,A,PLK1,1.0
1089,E2F4,A,PLK4,-1.0
1090,E2F2,A,MCM5,1.0
1091,SPI1,A,DAPK2,1.0
1092,TFAP2C,A,ECM1,1.0
1093,ETS1,A,IL2,1.0
1094,TP53,A,EI24,1.0
1095,STAT3,A,S100A11,1.0
1096,MYCN,A,MXI1,-1.0
1097,GATA2,A,AR,1.0
1098,E2F1,A,UHRF1,1.0
1099,TP53,A,CKM,1.0
1100,JUN,A,NTS,1.0
1101,FOS,A,PENK,1.0
1102,JUN,A,PENK,1.0
1103,CTCF,A,CELSR3,-1.0
1104,MYC,A,BSG,1.0
1105,REL,A,CSF2,1.0
1106,STAT1,A,PRKCE,-1.0
1107,CTCF,A,ANG,1.0
1108,SPI1,A,FCER1A,1.0
1109,CEBPD,A,CFTR,1.0
1110,GATA2,A,MS4A2,1.0
1111,JUN,A,RHOB,1.0
1112,MYC,A,HBA1,1.0
1113,SOX9,A,RGR,1.0
1114,TP53,A,PIAS3,-1.0
1115,FOXM1,A,CDC6,1.0
1116,CTCF,A,WT1,1.0
1117,GATA3,A,MDM2,1.0
1118,SOX2,A,HHAT,1.0
1119,RELA,A,AR,-1.0
1120,AR,A,RELA,-1.0
1121,GATA2,A,FCER1A,1.0
1122,ETS1,A,ETV4,1.0
1123,ETV4,A,ETS1,1.0
1124,SP1,A,CDK1,1.0
1125,SPI1,A,ITGA2B,1.0
1126,SPI1,A,MYB,-1.0
1127,MYC,A,DNPH1,1.0
1128,TP53,A,TYMS,-1.0
1129,HIF1A,A,TF,1.0
1130,EGR1,A,CD19,1.0
1131,TFAP2A,A,HSD17B1,-1.0
1132,THRB,A,POR,1.0
1133,JUN,A,ICAM1,1.0
1134,STAT2,A,IRF1,1.0
1135,PPARA,A,APOC3,-1.0
1136,SP1,A,IL2,1.0
1137,RELA,A,TNC,1.0
1138,JUN,A,TNC,1.0
1139,JUN,A,SELE,1.0
1140,TP53,A,FANCC,1.0
1141,MYC,A,HBP1,1.0
1142,GATA2,A,PECAM1,1.0
1143,PBX1,A,CYP17A1,1.0
1144,TP53,A,HGF,1.0
1145,SP3,A,MYC,1.0
1146,SP3,A,CHRNB4,1.0
1147,SP3,A,IGFBP1,1.0
1148,STAT5A,A,IRF1,-1.0
1149,CREB1,A,DBH,1.0
1150,SP3,A,LCAT,1.0
1151,SP1,A,LCAT,1.0
1152,USF1,A,SF1,1.0
1153,THRB,A,CGA,-1.0
1154,E2F4,A,CCND1,1.0
1155,HOXC11,A,LCT,1.0
1156,SPI1,A,ICAM1,1.0
1157,ETS2,A,ICAM1,1.0
1158,RELA,A,WT1,1.0
1159,NFKB1,A,WT1,1.0
1160,CEBPA,A,SOD1,1.0
1161,HLF,A,DBP,1.0
1162,VDR,A,HOXA10,1.0
1163,USF1,A,APEX1,1.0
1164,SP3,A,F2R,1.0
1165,SPI1,A,RNASE2,1.0
1166,IRF1,A,IL15,1.0
1167,CEBPB,A,ADM,1.0
1168,ETS2,A,CHRNE,1.0
1169,TFAP2A,A,MIP,1.0
1170,SP1,A,MIP,1.0
1171,CEBPA,A,ITGAX,1.0
1172,HIF1A,A,AQP1,1.0
1173,FOXM1,A,CYP7A1,1.0
1174,FOSL1,A,NQO1,1.0
1175,ETS2,A,MMP3,1.0
1176,IRF1,A,EIF2AK2,1.0
1177,WT1,A,CCN3,1.0
1178,SPI1,A,CSF1,1.0
1179,JUN,A,ITGAX,1.0
1180,TP53,A,KRT8,1.0
1181,NFKB1,A,AGT,1.0
1182,RELA,A,AGT,1.0
1183,TFAP2A,A,ACHE,-1.0
1184,NFIC,A,C4BPB,1.0
1185,CEBPA,A,SLC9A1,1.0
1186,PAX5,A,XBP1,-1.0
1187,SP1,A,CCK,1.0
1188,NR2F2,A,CETP,1.0
1189,CEBPB,A,TOP1,1.0
1190,PAX8,A,TP53,-1.0
1191,FOXA1,A,APOB,1.0
1192,PAX8,A,WT1,1.0
1193,NFKB2,A,CXCL8,1.0
1194,CEBPA,A,APOB,1.0
1195,GATA3,A,MAF,1.0
1196,CEBPA,A,INSR,1.0
1197,TFAP2A,A,MYC,1.0
1198,NFKB1,A,CXCL1,1.0
1199,GATA3,A,BPIFB1,1.0
1200,SPI1,A,FES,1.0
1201,SP1,A,MPO,1.0
1202,ERG,A,MMP3,1.0
1203,AR,A,ORM1,1.0
1204,NFIC,A,PROC,1.0
1205,ETS1,A,MET,1.0
1206,SP1,A,HSPB1,1.0
1207,EGR1,A,IFNG,1.0
1208,ERG,A,VIM,1.0
1209,ETV4,A,VIM,1.0
1210,ETS1,A,DNTT,1.0
1211,FOS,A,CDK4,1.0
1212,YY1,A,HCFC1,1.0
1213,FOS,A,MELTF,1.0
1214,E2F4,A,MYBL2,1.0
1215,SREBF1,A,FDPS,1.0
1216,FOS,A,PLAUR,1.0
1217,SP1,A,VAMP2,1.0
1218,EGR1,A,VAMP2,1.0
1219,TFAP2A,A,HOXA4,-1.0
1220,STAT5B,A,FCGR1A,1.0
1221,GATA1,A,EPO,1.0
1222,CEBPA,A,COMT,1.0
1223,STAT3,A,LBP,1.0
1224,TFDP1,A,MYBL2,1.0
1225,GATA3,A,ST8SIA6,1.0
1226,GATA6,A,APOA1,1.0
1227,NR3C1,A,ATP1B1,-1.0
1228,MYC,A,EXOSC8,1.0
1229,MYC,A,CBX3,1.0
1230,MYC,A,UBE2C,1.0
1231,MYC,A,ATF7,1.0
1232,MYC,A,CLP1,1.0
1233,MYC,A,ZNF234,1.0
1234,MYC,A,KLF1,1.0
1235,MYC,A,PAICS,1.0
1236,MYC,A,SEC23B,1.0
1237,MYC,A,PFDN6,1.0
1238,MYC,A,NOD1,1.0
1239,MYC,A,AKR1A1,1.0
1240,MYC,A,TCIRG1,1.0
1241,MYC,A,DLEU1,-1.0
1242,MYC,A,RIDA,1.0
1243,MYC,A,PQBP1,1.0
1244,MYC,A,CASP8AP2,1.0
1245,MYC,A,HNRNPDL,1.0
1246,MYC,A,THRAP3,1.0
1247,MYC,A,RBM8A,1.0
1248,MYC,A,TOMM20,1.0
1249,MYC,A,CCT5,1.0
1250,MYC,A,SIRT1,1.0
1251,MYC,A,CBX5,1.0
1252,MYC,A,ZNF451,1.0
1253,MYC,A,PCBD2,1.0
1254,MYC,A,BCL2L12,1.0
1255,MYC,A,SLC25A28,1.0
1256,MYC,A,SFXN3,1.0
1257,MYC,A,GOLPH3,1.0
1258,MYC,A,KIAA1586,1.0
1259,MYC,A,ZNF304,1.0
1260,MYC,A,ENTPD7,1.0
1261,MYC,A,PRDM8,1.0
1262,MYC,A,SMARCAD1,1.0
1263,MYC,A,AQR,1.0
1264,MYC,A,EIF5A2,1.0
1265,MYC,A,NAT10,1.0
1266,MYC,A,SFMBT1,1.0
1267,MYC,A,NOL7,1.0
1268,MYC,A,CXXC1,1.0
1269,MYC,A,ALG5,1.0
1270,MYC,A,NXT1,1.0
1271,MYC,A,TUBG2,1.0
1272,MYC,A,DMAC2L,1.0
1273,MYC,A,CLUL1,1.0
1274,MYC,A,GNL3,1.0
1275,MYC,A,CMAS,1.0
1276,MYC,A,ARFGAP2,1.0
1277,MYC,A,HERPUD1,1.0
1278,MYC,A,NUP155,1.0
1279,MYC,A,UROD,1.0
1280,MYC,A,UCP3,1.0
1281,MYC,A,UCP1,1.0
1282,MYC,A,UBA52,1.0
1283,MYC,A,TYMS,1.0
1284,MYC,A,TXN,1.0
1285,MYC,A,TPM2,1.0
1286,MYC,A,TOP1,1.0
1287,MYC,A,THBS4,1.0
1288,MYC,A,TGFB3,1.0
1289,MYC,A,TGFB2,1.0
1290,MYC,A,TGFB1,1.0
1291,MYC,A,TCF12,1.0
1292,MYC,A,VAMP2,1.0
1293,MYC,A,SURF6,1.0
1294,MYC,A,STAT6,1.0
1295,MYC,A,SRD5A1,1.0
1296,MYC,A,SPAST,1.0
1297,MYC,A,SNRPB2,1.0
1298,MYC,A,SNRPB,1.0
1299,MYC,A,SMN2,1.0
1300,MYC,A,WNT10B,1.0
1301,MYC,A,ZNF146,1.0
1302,MYC,A,ZSCAN9,1.0
1303,MYC,A,CSDE1,-1.0
1304,MYC,A,RBM39,1.0
1305,MYC,A,NR1D1,1.0
1306,MYC,A,CRIPT,1.0
1307,MYC,A,SLC9A3R2,1.0
1308,MYC,A,COX7A2L,1.0
1309,MYC,A,SLC28A2,1.0
1310,MYC,A,SYNGR2,1.0
1311,MYC,A,DDX18,1.0
1312,MYC,A,SQSTM1,1.0
1313,MYC,A,HDAC3,1.0
1314,MYC,A,CLINT1,1.0
1315,MYC,A,CTSF,1.0
1316,MYC,A,PSMG1,1.0
1317,MYC,A,YBX3,1.0
1318,MYC,A,PEX3,1.0
1319,MYC,A,UXT,1.0
1320,MYC,A,H4C8,1.0
1321,MYC,A,AKAP1,1.0
1322,MYC,A,FXR1,1.0
1323,MYC,A,FOSL1,1.0
1324,MYC,A,MTERF1,1.0
1325,MYC,A,SLBP,1.0
1326,MYC,A,EIF3C,1.0
1327,MYC,A,DPY30,1.0
1328,MYC,A,WDR36,1.0
1329,MYC,A,C9orf43,1.0
1330,SP1,A,COL7A1,1.0
1331,SP1,A,CD19,1.0
1332,SP1,A,CD9,1.0
1333,SP1,A,C1QBP,1.0
1334,SP1,A,ADRB3,1.0
1335,SKI,A,SMAD7,1.0
1336,SATB1,A,CD8B,-1.0
1337,RXRA,A,NOL7,1.0
1338,RXRA,A,HNF1A,1.0
1339,RXRA,A,HSD17B2,1.0
1340,RXRA,A,CYP3A4,1.0
1341,RXRA,A,CXCR5,1.0
1342,RFX1,A,COL1A2,1.0
1343,RELA,A,CXCL5,1.0
1344,RELA,A,PTX3,1.0
1345,RELA,A,PIGR,1.0
1346,RELA,A,MAT2A,1.0
1347,RELA,A,IRF7,1.0
1348,RELA,A,NR4A1,1.0
1349,RELA,A,FCGRT,1.0
1350,RELA,A,CYP3A4,-1.0
1351,SP1,A,CYP3A5,1.0
1352,SP1,A,F10,1.0
1353,SP1,A,GFER,1.0
1354,SP1,A,HPR,1.0
1355,STAT1,A,TRIM25,1.0
1356,SREBF2,A,MTTP,-1.0
1357,SPI1,A,LSP1,1.0
1358,SPI1,A,NR3C1,1.0
1359,SP3,A,TPMT,1.0
1360,SP3,A,NKX2-1,1.0
1361,SP3,A,TIMP1,1.0
1362,SP3,A,SCTR,1.0
1363,SP3,A,LTC4S,1.0
1364,SP3,A,ITGA2,1.0
1365,RELA,A,CR2,1.0
1366,SP1,A,NOL7,1.0
1367,SP1,A,THBD,1.0
1368,SP1,A,SMPD1,1.0
1369,SP1,A,SLC19A1,1.0
1370,SP1,A,SKP2,1.0
1371,SP1,A,PTK6,1.0
1372,SP1,A,PTGIR,1.0
1373,SP1,A,FURIN,1.0
1374,SP1,A,LTC4S,1.0
1375,SP1,A,IGFBP1,1.0
1376,SP1,A,HSD3B1,1.0
1377,SP1,A,H4C8,1.0
1378,RELA,A,COL1A2,-1.0
1379,RELA,A,BRCA2,1.0
1380,RELA,A,BCL2A1,1.0
1381,NFKB1,A,MMP3,1.0
1382,NFKB1,A,IRF7,1.0
1383,NFKB1,A,FCGRT,1.0
1384,NFKB1,A,NQO1,1.0
1385,NFKB1,A,CRMP1,1.0
1386,NFKB1,A,COL1A2,-1.0
1387,NFKB1,A,CD74,1.0
1388,NFKB1,A,CD40LG,1.0
1389,NFKB1,A,BRCA2,1.0
1390,NFKB1,A,BCL2A1,1.0
1391,NFKB1,A,PIGR,1.0
1392,NFKB1,A,ALOX5AP,1.0
1393,NFIC,A,CSH1,1.0
1394,MYOG,A,ACACB,1.0
1395,MYCN,A,MCM8,1.0
1396,MYCN,A,MCM7,1.0
1397,MYCN,A,MCM6,1.0
1398,MYCN,A,MCM5,1.0
1399,MYCN,A,MCM4,1.0
1400,MYCN,A,MCM3,1.0
1401,MYCN,A,MCM2,1.0
1402,MYCN,A,CTSD,1.0
1403,NFIL3,A,IL1B,1.0
1404,MYC,A,SLIT1,1.0
1405,NFKB1,A,CCL11,1.0
1406,NFKB1,A,VWF,1.0
1407,REL,A,CD40LG,1.0
1408,RARB,A,PLAT,1.0
1409,RARB,A,ADH5,1.0
1410,RARA,A,NR1I3,1.0
1411,RARA,A,GPRC5A,1.0
1412,RARA,A,NRIP1,1.0
1413,RARA,A,TPO,1.0
1414,RARA,A,TNFAIP2,1.0
1415,RARA,A,PLAT,1.0
1416,RARA,A,HSD17B2,1.0
1417,NFKB1,A,CXCL5,1.0
1418,PPARD,A,SAT1,1.0
1419,POU2F1,A,VWF,1.0
1420,POU2F1,A,LCT,1.0
1421,POU2F1,A,MS4A2,1.0
1422,POU2F1,A,CXCR5,1.0
1423,PLAGL1,A,ABCC6,1.0
1424,PLAG1,A,ABCC6,1.0
1425,PGR,A,RLN2,1.0
1426,PGR,A,RLN1,1.0
1427,OTX2,A,RBP3,1.0
1428,YBX1,A,AGT,1.0
1429,POU4F2,A,CCND1,1.0
1430,STAT4,A,SOCS3,-1.0
1431,MYC,A,SLC19A1,1.0
1432,MYC,A,SLC2A4,1.0
1433,MYC,A,CRAT,1.0
1434,MYC,A,COL4A1,1.0
1435,MYC,A,CLCN6,1.0
1436,MYC,A,CHRNB1,1.0
1437,MYC,A,CEACAM5,1.0
1438,MYC,A,CDC25C,1.0
1439,MYC,A,CD79B,1.0
1440,MYC,A,CD63,1.0
1441,MYC,A,TNFRSF8,1.0
1442,MYC,A,CCNB1,1.0
1443,MYC,A,CCKBR,1.0
1444,MYC,A,CBS,1.0
1445,MYC,A,CASP9,1.0
1446,MYC,A,CASP8,-1.0
1447,MYC,A,ZFP36L1,-1.0
1448,MYC,A,BRCA2,1.0
1449,MYC,A,BMP4,1.0
1450,MYC,A,BLK,1.0
1451,MYC,A,BCL3,1.0
1452,MYC,A,AVP,1.0
1453,MYC,A,ATP6V1G2,1.0
1454,MYC,A,CST5,1.0
1455,MYC,A,CSTB,1.0
1456,MYC,A,DCK,1.0
1457,MYC,A,ACE,1.0
1458,MYC,A,GLA,1.0
1459,MYC,A,GAS8,1.0
1460,MYC,A,GAPDH,1.0
1461,MYC,A,GALT,1.0
1462,MYC,A,FUT1,1.0
1463,MYC,A,FXN,1.0
1464,MYC,A,FPGS,1.0
1465,MYC,A,FGFR4,1.0
1466,MYC,A,FGF9,1.0
1467,MYC,A,FECH,1.0
1468,MYC,A,ATP1A2,1.0
1469,MYC,A,FASN,1.0
1470,MYC,A,ESD,1.0
1471,MYC,A,EPHX1,1.0
1472,MYC,A,EPB42,1.0
1473,MYC,A,ELK1,1.0
1474,MYC,A,EIF4EBP2,1.0
1475,MYC,A,EIF4B,1.0
1476,MYC,A,EIF4A1,1.0
1477,MYC,A,EGR3,1.0
1478,MYC,A,DKC1,1.0
1479,MYC,A,DDX11,1.0
1480,MYC,A,FAH,1.0
1481,MYC,A,GPR4,1.0
1482,MYC,A,ASCL2,1.0
1483,MYC,A,RHOG,1.0
1484,JUND,A,CD40LG,1.0
1485,JUNB,A,PTGS2,1.0
1486,JUN,A,UGT2B15,1.0
